Reference Date,Pair Date,Coherence
2021-01-22,2020-12-21,
2021-01-22,2020-12-25,
2021-01-22,2020-12-29,
2021-01-22,2021-01-02,
2021-01-22,2021-01-06,
2021-01-22,2021-01-10,
2021-01-22,2021-01-14,
2021-01-22,2021-01-18,
2021-01-22,2021-01-22,
2021-01-22,2021-01-26,0.6270767496173101
2021-01-22,2021-01-30,0.5619390427141899
2021-01-22,2021-02-03,
2021-01-22,2021-02-07,
2021-01-22,2021-02-11,0.2090999976049125
2021-01-22,2021-02-15,
2021-01-22,2021-02-19,0.990434485051446
2021-01-22,2021-02-23,0.8986357695168978
2021-01-22,2021-02-27,
2021-01-22,2021-03-03,
2021-01-22,2021-03-07,
2021-01-22,2021-03-11,
2021-01-22,2021-03-15,
2021-01-22,2021-03-19,
2021-01-22,2021-03-23,
2021-01-22,2021-03-27,
2021-01-22,2021-03-31,
2021-01-22,2021-04-04,
2021-01-22,2021-04-08,
2021-01-22,2021-04-12,
2021-01-22,2021-04-16,
2021-01-22,2021-04-20,
2021-01-22,2021-04-24,
2021-01-22,2021-04-28,
2021-01-22,2021-05-02,
2021-01-22,2021-05-06,
2021-01-22,2021-05-10,
2021-01-22,2021-05-14,
2021-01-22,2021-05-18,
2021-01-22,2021-05-22,
2021-01-22,2021-05-26,
2021-01-22,2021-05-30,
2021-01-22,2021-06-03,
2021-01-22,2021-06-07,
2021-01-22,2021-06-11,
2021-01-22,2021-06-15,
2021-01-22,2021-06-19,
2021-01-22,2021-06-23,
2021-01-22,2021-06-27,
2021-01-22,2021-07-01,
2021-01-22,2021-07-05,
2021-01-22,2021-07-09,
2021-01-22,2021-07-13,
2021-01-22,2021-07-17,
2021-01-22,2021-07-21,
2021-01-22,2021-07-25,
2021-01-22,2021-07-29,
2021-01-22,2021-08-02,
2021-01-22,2021-08-06,
2021-01-22,2021-08-10,
2021-01-22,2021-08-14,
2021-01-22,2021-08-18,
2021-01-22,2021-08-22,
2021-01-22,2021-08-26,
2021-01-22,2021-08-30,
2021-01-22,2021-09-03,
2021-01-26,2020-12-01,
2021-01-26,2020-12-05,
2021-01-26,2020-12-09,
2021-01-26,2020-12-13,
2021-01-26,2020-12-17,
2021-01-26,2020-12-21,
2021-01-26,2020-12-25,
2021-01-26,2020-12-29,
2021-01-26,2021-01-02,
2021-01-26,2021-01-06,
2021-01-26,2021-01-10,
2021-01-26,2021-01-14,
2021-01-26,2021-01-18,
2021-01-26,2021-01-22,
2021-01-26,2021-01-26,
2021-01-26,2021-01-30,0.41655643511300167
2021-01-26,2021-02-03,
2021-01-26,2021-02-07,
2021-01-26,2021-02-11,0.5555326835207514
2021-01-26,2021-02-15,
2021-01-26,2021-02-19,0.28350776257381416
2021-01-26,2021-02-23,0.5932329787840678
2021-01-26,2021-02-27,
2021-01-26,2021-03-03,
2021-01-26,2021-03-07,
2021-01-26,2021-03-11,0.7002408652783939
2021-01-26,2021-03-15,
2021-01-26,2021-03-19,
2021-01-26,2021-03-23,
2021-01-26,2021-03-27,
2021-01-26,2021-03-31,
2021-01-26,2021-04-04,
2021-01-26,2021-04-08,
2021-01-26,2021-04-12,
2021-01-26,2021-04-16,
2021-01-26,2021-04-20,
2021-01-26,2021-04-24,
2021-01-26,2021-04-28,
2021-01-26,2021-05-02,
2021-01-26,2021-05-06,
2021-01-26,2021-05-10,
2021-01-26,2021-05-14,
2021-01-26,2021-05-18,
2021-01-26,2021-05-22,
2021-01-26,2021-05-26,
2021-01-26,2021-05-30,
2021-01-26,2021-06-03,
2021-01-26,2021-06-07,
2021-01-26,2021-06-11,
2021-01-26,2021-06-15,
2021-01-26,2021-06-19,
2021-01-26,2021-06-23,
2021-01-26,2021-06-27,
2021-01-26,2021-07-01,
2021-01-26,2021-07-05,
2021-01-26,2021-07-09,
2021-01-26,2021-07-13,
2021-01-26,2021-07-17,
2021-01-26,2021-07-21,
2021-01-26,2021-07-25,
2021-01-26,2021-07-29,
2021-01-26,2021-08-02,
2021-01-26,2021-08-06,
2021-01-26,2021-08-10,
2021-01-26,2021-08-14,
2021-01-26,2021-08-18,
2021-01-26,2021-08-22,
2021-01-26,2021-08-26,
2021-01-26,2021-08-30,
2021-01-26,2021-09-03,
2021-01-30,2020-12-01,
2021-01-30,2020-12-05,
2021-01-30,2020-12-09,
2021-01-30,2020-12-13,
2021-01-30,2020-12-17,
2021-01-30,2020-12-21,
2021-01-30,2020-12-25,
2021-01-30,2020-12-29,
2021-01-30,2021-01-02,
2021-01-30,2021-01-06,
2021-01-30,2021-01-10,
2021-01-30,2021-01-14,
2021-01-30,2021-01-18,
2021-01-30,2021-01-22,
2021-01-30,2021-01-26,
2021-01-30,2021-01-30,
2021-01-30,2021-02-03,
2021-01-30,2021-02-07,
2021-01-30,2021-02-11,0.04789220823182372
2021-01-30,2021-02-15,
2021-01-30,2021-02-19,0.9885056629731883
2021-01-30,2021-02-23,0.8944261628223138
2021-01-30,2021-02-27,
2021-01-30,2021-03-03,
2021-01-30,2021-03-07,
2021-01-30,2021-03-11,0.28495534031578784
2021-01-30,2021-03-15,
2021-01-30,2021-03-19,
2021-01-30,2021-03-23,
2021-01-30,2021-03-27,
2021-01-30,2021-03-31,
2021-01-30,2021-04-04,0.1247468150697364
2021-01-30,2021-04-08,
2021-01-30,2021-04-12,
2021-01-30,2021-04-16,
2021-01-30,2021-04-20,
2021-01-30,2021-04-24,
2021-01-30,2021-04-28,
2021-01-30,2021-05-02,
2021-01-30,2021-05-06,
2021-01-30,2021-05-10,
2021-01-30,2021-05-14,
2021-01-30,2021-05-18,
2021-01-30,2021-05-22,
2021-01-30,2021-05-26,
2021-01-30,2021-05-30,
2021-01-30,2021-06-03,
2021-01-30,2021-06-07,
2021-01-30,2021-06-11,
2021-01-30,2021-06-15,
2021-01-30,2021-06-19,
2021-01-30,2021-06-23,
2021-01-30,2021-06-27,
2021-01-30,2021-07-01,
2021-01-30,2021-07-05,
2021-01-30,2021-07-09,
2021-01-30,2021-07-13,
2021-01-30,2021-07-17,
2021-01-30,2021-07-21,
2021-01-30,2021-07-25,
2021-01-30,2021-07-29,
2021-01-30,2021-08-02,
2021-01-30,2021-08-06,
2021-01-30,2021-08-10,
2021-01-30,2021-08-14,
2021-01-30,2021-08-18,
2021-01-30,2021-08-22,
2021-01-30,2021-08-26,
2021-01-30,2021-08-30,
2021-01-30,2021-09-03,
2021-02-03,2020-12-01,
2021-02-03,2020-12-05,
2021-02-03,2020-12-09,
2021-02-03,2020-12-13,
2021-02-03,2020-12-17,
2021-02-03,2020-12-21,
2021-02-03,2020-12-25,
2021-02-03,2020-12-29,
2021-02-03,2021-01-02,
2021-02-03,2021-01-06,
2021-02-03,2021-01-10,
2021-02-03,2021-01-14,
2021-02-03,2021-01-18,
2021-02-03,2021-01-22,
2021-02-03,2021-01-26,
2021-02-03,2021-01-30,
2021-02-03,2021-02-03,
2021-02-03,2021-02-07,
2021-02-03,2021-02-11,
2021-02-03,2021-02-15,
2021-02-03,2021-02-19,
2021-02-03,2021-02-23,
2021-02-03,2021-02-27,
2021-02-03,2021-03-03,
2021-02-03,2021-03-07,
2021-02-03,2021-03-11,
2021-02-03,2021-03-15,
2021-02-03,2021-03-19,
2021-02-03,2021-03-23,
2021-02-03,2021-03-27,
2021-02-03,2021-03-31,
2021-02-03,2021-04-04,
2021-02-03,2021-04-08,
2021-02-03,2021-04-12,
2021-02-03,2021-04-16,
2021-02-03,2021-04-20,
2021-02-03,2021-04-24,
2021-02-03,2021-04-28,
2021-02-03,2021-05-02,
2021-02-03,2021-05-06,
2021-02-03,2021-05-10,
2021-02-03,2021-05-14,
2021-02-03,2021-05-18,
2021-02-03,2021-05-22,
2021-02-03,2021-05-26,
2021-02-03,2021-05-30,
2021-02-03,2021-06-03,
2021-02-03,2021-06-07,
2021-02-03,2021-06-11,
2021-02-03,2021-06-15,
2021-02-03,2021-06-19,
2021-02-03,2021-06-23,
2021-02-03,2021-06-27,
2021-02-03,2021-07-01,
2021-02-03,2021-07-05,
2021-02-03,2021-07-09,
2021-02-03,2021-07-13,
2021-02-03,2021-07-17,
2021-02-03,2021-07-21,
2021-02-03,2021-07-25,
2021-02-03,2021-07-29,
2021-02-03,2021-08-02,
2021-02-03,2021-08-06,
2021-02-03,2021-08-10,
2021-02-03,2021-08-14,
2021-02-03,2021-08-18,
2021-02-03,2021-08-22,
2021-02-03,2021-08-26,
2021-02-03,2021-08-30,
2021-02-03,2021-09-03,
2021-02-07,2020-12-01,
2021-02-07,2020-12-05,
2021-02-07,2020-12-09,
2021-02-07,2020-12-13,
2021-02-07,2020-12-17,
2021-02-07,2020-12-21,
2021-02-07,2020-12-25,
2021-02-07,2020-12-29,
2021-02-07,2021-01-02,
2021-02-07,2021-01-06,
2021-02-07,2021-01-10,
2021-02-07,2021-01-14,
2021-02-07,2021-01-18,
2021-02-07,2021-01-22,
2021-02-07,2021-01-26,
2021-02-07,2021-01-30,
2021-02-07,2021-02-03,
2021-02-07,2021-02-07,
2021-02-07,2021-02-11,
2021-02-07,2021-02-15,
2021-02-07,2021-02-19,
2021-02-07,2021-02-23,
2021-02-07,2021-02-27,
2021-02-07,2021-03-03,
2021-02-07,2021-03-07,
2021-02-07,2021-03-11,
2021-02-07,2021-03-15,
2021-02-07,2021-03-19,
2021-02-07,2021-03-23,
2021-02-07,2021-03-27,
2021-02-07,2021-03-31,
2021-02-07,2021-04-04,
2021-02-07,2021-04-08,
2021-02-07,2021-04-12,
2021-02-07,2021-04-16,
2021-02-07,2021-04-20,
2021-02-07,2021-04-24,
2021-02-07,2021-04-28,
2021-02-07,2021-05-02,
2021-02-07,2021-05-06,
2021-02-07,2021-05-10,
2021-02-07,2021-05-14,
2021-02-07,2021-05-18,
2021-02-07,2021-05-22,
2021-02-07,2021-05-26,
2021-02-07,2021-05-30,
2021-02-07,2021-06-03,
2021-02-07,2021-06-07,
2021-02-07,2021-06-11,
2021-02-07,2021-06-15,
2021-02-07,2021-06-19,
2021-02-07,2021-06-23,
2021-02-07,2021-06-27,
2021-02-07,2021-07-01,
2021-02-07,2021-07-05,
2021-02-07,2021-07-09,
2021-02-07,2021-07-13,
2021-02-07,2021-07-17,
2021-02-07,2021-07-21,
2021-02-07,2021-07-25,
2021-02-07,2021-07-29,
2021-02-07,2021-08-02,
2021-02-07,2021-08-06,
2021-02-07,2021-08-10,
2021-02-07,2021-08-14,
2021-02-07,2021-08-18,
2021-02-07,2021-08-22,
2021-02-07,2021-08-26,
2021-02-07,2021-08-30,
2021-02-07,2021-09-03,
2021-02-11,2020-12-01,
2021-02-11,2020-12-05,
2021-02-11,2020-12-09,
2021-02-11,2020-12-13,
2021-02-11,2020-12-17,
2021-02-11,2020-12-21,
2021-02-11,2020-12-25,
2021-02-11,2020-12-29,
2021-02-11,2021-01-02,
2021-02-11,2021-01-06,
2021-02-11,2021-01-10,
2021-02-11,2021-01-14,
2021-02-11,2021-01-18,
2021-02-11,2021-01-22,
2021-02-11,2021-01-26,
2021-02-11,2021-01-30,
2021-02-11,2021-02-03,
2021-02-11,2021-02-07,
2021-02-11,2021-02-11,
2021-02-11,2021-02-15,
2021-02-11,2021-02-19,0.2855202766530964
2021-02-11,2021-02-23,0.4890881509828303
2021-02-11,2021-02-27,
2021-02-11,2021-03-03,
2021-02-11,2021-03-07,
2021-02-11,2021-03-11,0.9092474757658142
2021-02-11,2021-03-15,
2021-02-11,2021-03-19,
2021-02-11,2021-03-23,
2021-02-11,2021-03-27,
2021-02-11,2021-03-31,
2021-02-11,2021-04-04,0.8160366310156472
2021-02-11,2021-04-08,
2021-02-11,2021-04-12,
2021-02-11,2021-04-16,0.39552558085424694
2021-02-11,2021-04-20,
2021-02-11,2021-04-24,
2021-02-11,2021-04-28,
2021-02-11,2021-05-02,
2021-02-11,2021-05-06,
2021-02-11,2021-05-10,
2021-02-11,2021-05-14,
2021-02-11,2021-05-18,
2021-02-11,2021-05-22,
2021-02-11,2021-05-26,
2021-02-11,2021-05-30,
2021-02-11,2021-06-03,
2021-02-11,2021-06-07,
2021-02-11,2021-06-11,
2021-02-11,2021-06-15,
2021-02-11,2021-06-19,
2021-02-11,2021-06-23,
2021-02-11,2021-06-27,
2021-02-11,2021-07-01,
2021-02-11,2021-07-05,
2021-02-11,2021-07-09,
2021-02-11,2021-07-13,
2021-02-11,2021-07-17,
2021-02-11,2021-07-21,
2021-02-11,2021-07-25,
2021-02-11,2021-07-29,
2021-02-11,2021-08-02,
2021-02-11,2021-08-06,
2021-02-11,2021-08-10,
2021-02-11,2021-08-14,
2021-02-11,2021-08-18,
2021-02-11,2021-08-22,
2021-02-11,2021-08-26,
2021-02-11,2021-08-30,
2021-02-11,2021-09-03,
2021-02-15,2020-12-01,
2021-02-15,2020-12-05,
2021-02-15,2020-12-09,
2021-02-15,2020-12-13,
2021-02-15,2020-12-17,
2021-02-15,2020-12-21,
2021-02-15,2020-12-25,
2021-02-15,2020-12-29,
2021-02-15,2021-01-02,
2021-02-15,2021-01-06,
2021-02-15,2021-01-10,
2021-02-15,2021-01-14,
2021-02-15,2021-01-18,
2021-02-15,2021-01-22,
2021-02-15,2021-01-26,
2021-02-15,2021-01-30,
2021-02-15,2021-02-03,
2021-02-15,2021-02-07,
2021-02-15,2021-02-11,
2021-02-15,2021-02-15,
2021-02-15,2021-02-19,
2021-02-15,2021-02-23,
2021-02-15,2021-02-27,
2021-02-15,2021-03-03,
2021-02-15,2021-03-07,
2021-02-15,2021-03-11,
2021-02-15,2021-03-15,
2021-02-15,2021-03-19,
2021-02-15,2021-03-23,
2021-02-15,2021-03-27,
2021-02-15,2021-03-31,
2021-02-15,2021-04-04,
2021-02-15,2021-04-08,
2021-02-15,2021-04-12,
2021-02-15,2021-04-16,
2021-02-15,2021-04-20,
2021-02-15,2021-04-24,
2021-02-15,2021-04-28,
2021-02-15,2021-05-02,
2021-02-15,2021-05-06,
2021-02-15,2021-05-10,
2021-02-15,2021-05-14,
2021-02-15,2021-05-18,
2021-02-15,2021-05-22,
2021-02-15,2021-05-26,
2021-02-15,2021-05-30,
2021-02-15,2021-06-03,
2021-02-15,2021-06-07,
2021-02-15,2021-06-11,
2021-02-15,2021-06-15,
2021-02-15,2021-06-19,
2021-02-15,2021-06-23,
2021-02-15,2021-06-27,
2021-02-15,2021-07-01,
2021-02-15,2021-07-05,
2021-02-15,2021-07-09,
2021-02-15,2021-07-13,
2021-02-15,2021-07-17,
2021-02-15,2021-07-21,
2021-02-15,2021-07-25,
2021-02-15,2021-07-29,
2021-02-15,2021-08-02,
2021-02-15,2021-08-06,
2021-02-15,2021-08-10,
2021-02-15,2021-08-14,
2021-02-15,2021-08-18,
2021-02-15,2021-08-22,
2021-02-15,2021-08-26,
2021-02-15,2021-08-30,
2021-02-15,2021-09-03,
2021-02-19,2020-12-01,
2021-02-19,2020-12-05,
2021-02-19,2020-12-09,
2021-02-19,2020-12-13,
2021-02-19,2020-12-17,
2021-02-19,2020-12-21,
2021-02-19,2020-12-25,
2021-02-19,2020-12-29,
2021-02-19,2021-01-02,
2021-02-19,2021-01-06,
2021-02-19,2021-01-10,
2021-02-19,2021-01-14,
2021-02-19,2021-01-18,
2021-02-19,2021-01-22,
2021-02-19,2021-01-26,
2021-02-19,2021-01-30,
2021-02-19,2021-02-03,
2021-02-19,2021-02-07,
2021-02-19,2021-02-11,
2021-02-19,2021-02-15,
2021-02-19,2021-02-19,
2021-02-19,2021-02-23,0.4136714110528493
2021-02-19,2021-02-27,
2021-02-19,2021-03-03,
2021-02-19,2021-03-07,
2021-02-19,2021-03-11,0.8870155167689175
2021-02-19,2021-03-15,
2021-02-19,2021-03-19,
2021-02-19,2021-03-23,
2021-02-19,2021-03-27,
2021-02-19,2021-03-31,
2021-02-19,2021-04-04,0.18421597387686173
2021-02-19,2021-04-08,
2021-02-19,2021-04-12,
2021-02-19,2021-04-16,0.20605303000483222
2021-02-19,2021-04-20,
2021-02-19,2021-04-24,
2021-02-19,2021-04-28,
2021-02-19,2021-05-02,
2021-02-19,2021-05-06,0.8850623570137949
2021-02-19,2021-05-10,
2021-02-19,2021-05-14,
2021-02-19,2021-05-18,
2021-02-19,2021-05-22,
2021-02-19,2021-05-26,
2021-02-19,2021-05-30,
2021-02-19,2021-06-03,
2021-02-19,2021-06-07,
2021-02-19,2021-06-11,
2021-02-19,2021-06-15,
2021-02-19,2021-06-19,
2021-02-19,2021-06-23,
2021-02-19,2021-06-27,
2021-02-19,2021-07-01,
2021-02-19,2021-07-05,
2021-02-19,2021-07-09,
2021-02-19,2021-07-13,
2021-02-19,2021-07-17,
2021-02-19,2021-07-21,
2021-02-19,2021-07-25,
2021-02-19,2021-07-29,
2021-02-19,2021-08-02,
2021-02-19,2021-08-06,
2021-02-19,2021-08-10,
2021-02-19,2021-08-14,
2021-02-19,2021-08-18,
2021-02-19,2021-08-22,
2021-02-19,2021-08-26,
2021-02-19,2021-08-30,
2021-02-19,2021-09-03,
2021-02-23,2020-12-01,
2021-02-23,2020-12-05,
2021-02-23,2020-12-09,
2021-02-23,2020-12-13,
2021-02-23,2020-12-17,
2021-02-23,2020-12-21,
2021-02-23,2020-12-25,
2021-02-23,2020-12-29,
2021-02-23,2021-01-02,
2021-02-23,2021-01-06,
2021-02-23,2021-01-10,
2021-02-23,2021-01-14,
2021-02-23,2021-01-18,
2021-02-23,2021-01-22,
2021-02-23,2021-01-26,
2021-02-23,2021-01-30,
2021-02-23,2021-02-03,
2021-02-23,2021-02-07,
2021-02-23,2021-02-11,
2021-02-23,2021-02-15,
2021-02-23,2021-02-19,
2021-02-23,2021-02-23,
2021-02-23,2021-02-27,
2021-02-23,2021-03-03,
2021-02-23,2021-03-07,
2021-02-23,2021-03-11,0.49994577060459744
2021-02-23,2021-03-15,
2021-02-23,2021-03-19,
2021-02-23,2021-03-23,
2021-02-23,2021-03-27,
2021-02-23,2021-03-31,
2021-02-23,2021-04-04,0.31005459779027544
2021-02-23,2021-04-08,
2021-02-23,2021-04-12,
2021-02-23,2021-04-16,0.1054883359028087
2021-02-23,2021-04-20,
2021-02-23,2021-04-24,
2021-02-23,2021-04-28,
2021-02-23,2021-05-02,
2021-02-23,2021-05-06,0.599531138369762
2021-02-23,2021-05-10,0.05386870841394742
2021-02-23,2021-05-14,
2021-02-23,2021-05-18,
2021-02-23,2021-05-22,
2021-02-23,2021-05-26,
2021-02-23,2021-05-30,
2021-02-23,2021-06-03,
2021-02-23,2021-06-07,
2021-02-23,2021-06-11,
2021-02-23,2021-06-15,
2021-02-23,2021-06-19,
2021-02-23,2021-06-23,
2021-02-23,2021-06-27,
2021-02-23,2021-07-01,
2021-02-23,2021-07-05,
2021-02-23,2021-07-09,
2021-02-23,2021-07-13,
2021-02-23,2021-07-17,
2021-02-23,2021-07-21,
2021-02-23,2021-07-25,
2021-02-23,2021-07-29,
2021-02-23,2021-08-02,
2021-02-23,2021-08-06,
2021-02-23,2021-08-10,
2021-02-23,2021-08-14,
2021-02-23,2021-08-18,
2021-02-23,2021-08-22,
2021-02-23,2021-08-26,
2021-02-23,2021-08-30,
2021-02-23,2021-09-03,
2021-02-27,2020-12-01,
2021-02-27,2020-12-05,
2021-02-27,2020-12-09,
2021-02-27,2020-12-13,
2021-02-27,2020-12-17,
2021-02-27,2020-12-21,
2021-02-27,2020-12-25,
2021-02-27,2020-12-29,
2021-02-27,2021-01-02,
2021-02-27,2021-01-06,
2021-02-27,2021-01-10,
2021-02-27,2021-01-14,
2021-02-27,2021-01-18,
2021-02-27,2021-01-22,
2021-02-27,2021-01-26,
2021-02-27,2021-01-30,
2021-02-27,2021-02-03,
2021-02-27,2021-02-07,
2021-02-27,2021-02-11,
2021-02-27,2021-02-15,
2021-02-27,2021-02-19,
2021-02-27,2021-02-23,
2021-02-27,2021-02-27,
2021-02-27,2021-03-03,
2021-02-27,2021-03-07,
2021-02-27,2021-03-11,
2021-02-27,2021-03-15,
2021-02-27,2021-03-19,
2021-02-27,2021-03-23,
2021-02-27,2021-03-27,
2021-02-27,2021-03-31,
2021-02-27,2021-04-04,
2021-02-27,2021-04-08,
2021-02-27,2021-04-12,
2021-02-27,2021-04-16,
2021-02-27,2021-04-20,
2021-02-27,2021-04-24,
2021-02-27,2021-04-28,
2021-02-27,2021-05-02,
2021-02-27,2021-05-06,
2021-02-27,2021-05-10,
2021-02-27,2021-05-14,
2021-02-27,2021-05-18,
2021-02-27,2021-05-22,
2021-02-27,2021-05-26,
2021-02-27,2021-05-30,
2021-02-27,2021-06-03,
2021-02-27,2021-06-07,
2021-02-27,2021-06-11,
2021-02-27,2021-06-15,
2021-02-27,2021-06-19,
2021-02-27,2021-06-23,
2021-02-27,2021-06-27,
2021-02-27,2021-07-01,
2021-02-27,2021-07-05,
2021-02-27,2021-07-09,
2021-02-27,2021-07-13,
2021-02-27,2021-07-17,
2021-02-27,2021-07-21,
2021-02-27,2021-07-25,
2021-02-27,2021-07-29,
2021-02-27,2021-08-02,
2021-02-27,2021-08-06,
2021-02-27,2021-08-10,
2021-02-27,2021-08-14,
2021-02-27,2021-08-18,
2021-02-27,2021-08-22,
2021-02-27,2021-08-26,
2021-02-27,2021-08-30,
2021-02-27,2021-09-03,
2021-03-03,2020-12-01,
2021-03-03,2020-12-05,
2021-03-03,2020-12-09,
2021-03-03,2020-12-13,
2021-03-03,2020-12-17,
2021-03-03,2020-12-21,
2021-03-03,2020-12-25,
2021-03-03,2020-12-29,
2021-03-03,2021-01-02,
2021-03-03,2021-01-06,
2021-03-03,2021-01-10,
2021-03-03,2021-01-14,
2021-03-03,2021-01-18,
2021-03-03,2021-01-22,
2021-03-03,2021-01-26,
2021-03-03,2021-01-30,
2021-03-03,2021-02-03,
2021-03-03,2021-02-07,
2021-03-03,2021-02-11,
2021-03-03,2021-02-15,
2021-03-03,2021-02-19,
2021-03-03,2021-02-23,
2021-03-03,2021-02-27,
2021-03-03,2021-03-03,
2021-03-03,2021-03-07,
2021-03-03,2021-03-11,
2021-03-03,2021-03-15,
2021-03-03,2021-03-19,
2021-03-03,2021-03-23,
2021-03-03,2021-03-27,
2021-03-03,2021-03-31,
2021-03-03,2021-04-04,
2021-03-03,2021-04-08,
2021-03-03,2021-04-12,
2021-03-03,2021-04-16,
2021-03-03,2021-04-20,
2021-03-03,2021-04-24,
2021-03-03,2021-04-28,
2021-03-03,2021-05-02,
2021-03-03,2021-05-06,
2021-03-03,2021-05-10,
2021-03-03,2021-05-14,
2021-03-03,2021-05-18,
2021-03-03,2021-05-22,
2021-03-03,2021-05-26,
2021-03-03,2021-05-30,
2021-03-03,2021-06-03,
2021-03-03,2021-06-07,
2021-03-03,2021-06-11,
2021-03-03,2021-06-15,
2021-03-03,2021-06-19,
2021-03-03,2021-06-23,
2021-03-03,2021-06-27,
2021-03-03,2021-07-01,
2021-03-03,2021-07-05,
2021-03-03,2021-07-09,
2021-03-03,2021-07-13,
2021-03-03,2021-07-17,
2021-03-03,2021-07-21,
2021-03-03,2021-07-25,
2021-03-03,2021-07-29,
2021-03-03,2021-08-02,
2021-03-03,2021-08-06,
2021-03-03,2021-08-10,
2021-03-03,2021-08-14,
2021-03-03,2021-08-18,
2021-03-03,2021-08-22,
2021-03-03,2021-08-26,
2021-03-03,2021-08-30,
2021-03-03,2021-09-03,
2021-03-07,2020-12-01,
2021-03-07,2020-12-05,
2021-03-07,2020-12-09,
2021-03-07,2020-12-13,
2021-03-07,2020-12-17,
2021-03-07,2020-12-21,
2021-03-07,2020-12-25,
2021-03-07,2020-12-29,
2021-03-07,2021-01-02,
2021-03-07,2021-01-06,
2021-03-07,2021-01-10,
2021-03-07,2021-01-14,
2021-03-07,2021-01-18,
2021-03-07,2021-01-22,
2021-03-07,2021-01-26,
2021-03-07,2021-01-30,
2021-03-07,2021-02-03,
2021-03-07,2021-02-07,
2021-03-07,2021-02-11,
2021-03-07,2021-02-15,
2021-03-07,2021-02-19,
2021-03-07,2021-02-23,
2021-03-07,2021-02-27,
2021-03-07,2021-03-03,
2021-03-07,2021-03-07,
2021-03-07,2021-03-11,
2021-03-07,2021-03-15,
2021-03-07,2021-03-19,
2021-03-07,2021-03-23,
2021-03-07,2021-03-27,
2021-03-07,2021-03-31,
2021-03-07,2021-04-04,
2021-03-07,2021-04-08,
2021-03-07,2021-04-12,
2021-03-07,2021-04-16,
2021-03-07,2021-04-20,
2021-03-07,2021-04-24,
2021-03-07,2021-04-28,
2021-03-07,2021-05-02,
2021-03-07,2021-05-06,
2021-03-07,2021-05-10,
2021-03-07,2021-05-14,
2021-03-07,2021-05-18,
2021-03-07,2021-05-22,
2021-03-07,2021-05-26,
2021-03-07,2021-05-30,
2021-03-07,2021-06-03,
2021-03-07,2021-06-07,
2021-03-07,2021-06-11,
2021-03-07,2021-06-15,
2021-03-07,2021-06-19,
2021-03-07,2021-06-23,
2021-03-07,2021-06-27,
2021-03-07,2021-07-01,
2021-03-07,2021-07-05,
2021-03-07,2021-07-09,
2021-03-07,2021-07-13,
2021-03-07,2021-07-17,
2021-03-07,2021-07-21,
2021-03-07,2021-07-25,
2021-03-07,2021-07-29,
2021-03-07,2021-08-02,
2021-03-07,2021-08-06,
2021-03-07,2021-08-10,
2021-03-07,2021-08-14,
2021-03-07,2021-08-18,
2021-03-07,2021-08-22,
2021-03-07,2021-08-26,
2021-03-07,2021-08-30,
2021-03-07,2021-09-03,
2021-03-11,2020-12-01,
2021-03-11,2020-12-05,
2021-03-11,2020-12-09,
2021-03-11,2020-12-13,
2021-03-11,2020-12-17,
2021-03-11,2020-12-21,
2021-03-11,2020-12-25,
2021-03-11,2020-12-29,
2021-03-11,2021-01-02,
2021-03-11,2021-01-06,
2021-03-11,2021-01-10,
2021-03-11,2021-01-14,
2021-03-11,2021-01-18,
2021-03-11,2021-01-22,
2021-03-11,2021-01-26,
2021-03-11,2021-01-30,
2021-03-11,2021-02-03,
2021-03-11,2021-02-07,
2021-03-11,2021-02-11,
2021-03-11,2021-02-15,
2021-03-11,2021-02-19,
2021-03-11,2021-02-23,
2021-03-11,2021-02-27,
2021-03-11,2021-03-03,
2021-03-11,2021-03-07,
2021-03-11,2021-03-11,
2021-03-11,2021-03-15,
2021-03-11,2021-03-19,
2021-03-11,2021-03-23,
2021-03-11,2021-03-27,
2021-03-11,2021-03-31,
2021-03-11,2021-04-04,0.5824993030575822
2021-03-11,2021-04-08,
2021-03-11,2021-04-12,
2021-03-11,2021-04-16,0.4477752019075927
2021-03-11,2021-04-20,
2021-03-11,2021-04-24,
2021-03-11,2021-04-28,
2021-03-11,2021-05-02,
2021-03-11,2021-05-06,0.37989871866077773
2021-03-11,2021-05-10,0.8853516278920943
2021-03-11,2021-05-14,
2021-03-11,2021-05-18,
2021-03-11,2021-05-22,0.47994762352061526
2021-03-11,2021-05-26,
2021-03-11,2021-05-30,
2021-03-11,2021-06-03,
2021-03-11,2021-06-07,
2021-03-11,2021-06-11,
2021-03-11,2021-06-15,
2021-03-11,2021-06-19,
2021-03-11,2021-06-23,
2021-03-11,2021-06-27,
2021-03-11,2021-07-01,
2021-03-11,2021-07-05,
2021-03-11,2021-07-09,
2021-03-11,2021-07-13,
2021-03-11,2021-07-17,
2021-03-11,2021-07-21,
2021-03-11,2021-07-25,
2021-03-11,2021-07-29,
2021-03-11,2021-08-02,
2021-03-11,2021-08-06,
2021-03-11,2021-08-10,
2021-03-11,2021-08-14,
2021-03-11,2021-08-18,
2021-03-11,2021-08-22,
2021-03-11,2021-08-26,
2021-03-11,2021-08-30,
2021-03-11,2021-09-03,
2021-03-15,2020-12-01,
2021-03-15,2020-12-05,
2021-03-15,2020-12-09,
2021-03-15,2020-12-13,
2021-03-15,2020-12-17,
2021-03-15,2020-12-21,
2021-03-15,2020-12-25,
2021-03-15,2020-12-29,
